030034627,20140617,1,7818879
029684595,20140507,1,7431916
029709657,20140511,2,7457772
028410225,20131115,1,6061839
028178305,20131017,1,5815335
027538155,20130725,2,5142804
027141611,20130603,1,4756315
026619819,20130405,2,4335508
024622309,20121103,3,2912605
024268151,20121005,1,2683300
023828258,20120824,1,1601030
023089147,20120613,3,988280
013302758,20091219,3,8904766
030779215,20141014,1,8691949
030792543,20141007,2,8711780
030774940,20141011,4,8686948
030774940,20141011,2,8686946
009364528,20080323,2,8682690
030633020,20140919,4,8585689
030724957,20141003,1,8629490
030627117,20140919,5,8520552
030660718,20140829,1,8556756
030522392,20140903,2,8388355
030491523,20140819,1,8355423
030549171,20140820,1,8417275
030462297,20140825,5,8318508
030611271,20140917,4,8592799
030653183,20140904,1,8550041
030574385,20140911,5,8451003
030729288,20140906,1,8634695
030462669,20140825,2,8319747
030686923,20140930,4,8706972
030437619,20140821,2,8289342
030609236,20140903,1,8501366
030628115,20140921,2,8522625
030628115,20140921,1,8522624
030610526,20140918,7,8556200
030678568,20140927,2,8575874
030557710,20140908,1,8428568
030591921,20140911,1,8471552
030596906,20140916,1,8480147
030552762,20140908,1,8423093
030572211,20140811,1,8445496
030487922,20140829,1,8348849
030438216,20140821,1,8290523
030442754,20140821,3,8683450
030623370,20140921,1,8517413
030487558,20140828,1,8348559
030700076,20140927,1,8602140
030498518,20140831,4,8584967
030640555,20140923,1,8536925
030776732,20141008,1,8687460
030686564,20140929,1,8584740
009033869,20071216,3,8539782
030606523,20140918,1,8496939
030566909,20140910,1,8441115
030589350,20140914,1,8466786
030518602,20140903,1,8385418
030461110,20140825,2,8317234
030461110,20140825,1,8317233
030475628,20140827,3,8436229
030488078,20140828,3,8348861
030509396,20140620,1,8372204
030476038,20140825,1,8335481
030623363,20140919,2,8517004
030640734,20140923,4,8574752
030750095,20141008,1,8656399
030511463,20140804,2,8375901
030623173,20140920,2,8518028
030706437,20141002,1,8611524
030606740,20140918,1,8497515
030467100,20140825,1,8324014
030449667,20140822,1,8302196
030547412,20140907,1,8415287
030604369,20140917,4,8493493
030645835,20140924,1,8542831
030556189,20140831,1,8425826
030584688,20140912,1,8460452
030636886,20140922,3,8532427
030564409,20140909,1,8435880
030551764,20140828,1,8422222
030524071,20140817,1,8390564
030483852,20140828,5,8504042
030438293,20140815,3,8470471
030438293,20140815,5,8470476
030444434,20140821,4,8348746
030589121,20140913,3,8467050
030602168,20140910,1,8488699
030594399,20140829,1,8475564
030629393,20140910,1,8524674
030497468,20140830,3,8360751
030584929,20140912,1,8460952
030720924,20141005,1,8626354
002009988,20011224,4,8605667
030699629,20141001,7,8664591
030622470,20140919,7,8810550
030678716,20140929,1,8576244
030547090,20140908,1,8413494
030598511,20140913,1,8482854
030607972,20140918,1,8498782
030417159,20140815,3,8294907
030480732,20140730,4,8369453
030478015,20140827,2,8339230
030755122,20141009,5,8664432
030755122,20141009,3,8664430
030633890,20140922,1,8529879
030702060,20141002,1,8605000
030522565,20140903,1,8388263
030556922,20140901,2,8427056
030531937,20140905,3,8401634
030422241,20140819,1,8269441
030592002,20140914,3,8600709
030588196,20140914,1,8465558
030654525,20140902,1,8551770
030572286,20140629,4,8446566
030483883,20140827,1,8345012
030522590,20140903,1,8387608
030551628,20140908,1,8421485
030473912,20140804,1,8331844
030344874,20140806,2,8201660
030416953,20140816,5,8596338
030194928,20140717,2,8020219
030374783,20140812,1,8208899
030174955,20140714,3,7986225
030165875,20140708,3,7971007
030274000,20140712,1,8104033
030406144,20140816,1,8249974
030406144,20140816,3,8249976
030230813,20140722,4,8093266
030184087,20140716,1,8001168
030182952,20140715,1,7999923
030196427,20140717,3,8023419
030169861,20140712,4,8058325
030364993,20140810,2,8195324
030262345,20140728,6,8339398
030272888,20140724,4,8111949
030268360,20140721,3,8101013
030238442,20140722,3,8068137
030178086,20140714,5,8039153
030338336,20140806,3,8173220
030383475,20140812,1,8221805
030272248,20140729,1,8100472
030230110,20140704,1,8057476
030175501,20140712,4,8322239
030367451,20140809,1,8198574
030262408,20140727,1,8091993
030250285,20140725,9,8094948
030440231,20140821,3,8297849
030357103,20140807,1,8187687
030413582,20140816,1,8257696
030404658,20140815,3,8247954
030344882,20140806,1,8173771
030314692,20140802,1,8142737
030206287,20140720,3,8042355
030171542,20140714,1,7979763
030177607,20140714,1,7989968
030168347,20140712,5,7974509
030422821,20140818,4,8270543
030388036,20140813,4,8228556
030290768,20140502,1,8121675
030160336,20140620,1,7966218
030211912,20140721,1,8037079
030211132,20140720,3,8036522
030165793,20140711,3,7974628
030395448,20140814,1,8238826
030425082,20140819,4,8348420
030297646,20140801,8,8210091
030307144,20140801,3,8199641
030397911,20140808,1,8242686
030147607,20140709,4,7995579
030384122,20140811,3,8223166
030331567,20140725,1,8159494
030324567,20140804,3,8159835
030250718,20140725,1,8080363
030206738,20140719,1,8032649
030171210,20140713,4,7991499
030397916,20140815,1,8242824
030406385,20140816,3,8269850
030242146,20140724,6,8101868
030266834,20140728,3,8096640
030138788,20140706,1,7940914
030318086,20140803,1,8143410
030198280,20140717,7,8202606
030256504,20140726,6,8084097
030256504,20140726,3,8084094
030367968,20140807,1,8200215
030376703,20140806,2,8216936
030205843,20140719,2,8031331
030194245,20140619,1,8018563
030171406,20140708,1,7979562
030321574,20140804,5,8388891
030321574,20140804,1,8149972
030302044,20140731,1,8133305
030182022,20140708,1,7998442
030087013,20140630,4,8058522
030047911,20140624,1,7834341
009416398,20080323,2,7798256
029877788,20140601,1,7639144
030004731,20140531,5,7787791
030121055,20140706,3,7919057
029913109,20140606,1,7685149
030071465,20140628,4,7946286
030110733,20140703,4,7985816
029996513,20140617,1,7779826
029942705,20140610,3,7718544
029812773,20140523,2,7570490
029946580,20140610,5,7724224
029982949,20140616,3,7764101
030048213,20140619,1,7834776
030056933,20140625,3,8114685
029837685,20140527,1,7594645
029847341,20140528,1,7606036
029859786,20140529,4,7651922
030120268,20140706,1,7917370
030058399,20140612,1,7848816
030043679,20140623,2,7830375
029972459,20140614,1,7752130
029807797,20140509,1,7564624
030080709,20140628,1,7875177
030000204,20140618,3,7786347
030043710,20140624,1,7830370
029999466,20140407,6,8056797
029998786,20140615,1,7781465
003597915,20030517,3,7603419
029937909,20140610,2,7713302
030102524,20140702,1,7901032
030087455,20140629,1,7883144
029999882,20140618,3,7783471
029981607,20140613,1,7762255
030004919,20140619,3,7854978
029855457,20140529,3,7672778
030034100,20140622,1,7817573
030095213,20140701,2,7891795
029955024,20140507,1,7731998
030071839,20140628,6,7897677
029990820,20140617,1,7772986
029923016,20140609,1,7735125
029819528,20140524,1,7575685
030025876,20140620,4,7978793
029924120,20140607,1,7696964
029915492,20140607,5,7688078
029996653,20140617,1,7780145
029923790,20140607,1,7696282
029829821,20140526,9,7896714
029790121,20140517,2,7545352
029960808,20140419,1,7738972
029892628,20140603,1,7656636
030064540,20140617,1,7854863
029999914,20140615,1,7783381
029893138,20140603,1,7657061
029908645,20140525,6,7699571
030081352,20140615,1,7876363
029930017,20140609,1,7705241
029926525,20140608,2,7700974
029906375,20140605,1,7674207
029901735,20140604,4,7668671
029860142,20140527,1,7618585
030056667,20140625,1,7845520
030014202,20140620,1,7799460
030036978,20140620,9,7953396
030170275,20140711,1,7977004
030027327,20140621,4,8038213
029860257,20140530,1,7618907
030000386,20140618,3,7784825
029871682,20140531,6,7631536
029812221,20140523,2,7570235
029743891,20140515,1,7495179
029731710,20140513,1,7480785
029691450,20140508,1,7437972
029771904,20140502,1,7524537
029736309,20140513,1,7487459
029683519,20140507,4,7470281
029586423,20140421,1,7330134
029620335,20140429,2,7365125
029689613,20140508,1,7436592
029652460,20140501,3,7470181
029783463,20140509,3,7541544
015402743,20100704,4,7424388
029778688,20140519,6,7530507
029779387,20140329,1,7532141
029727003,20140512,1,7476084
029769656,20140518,4,7520489
029765139,20140515,3,7517214
029699608,20140505,1,7447152
029638507,20140501,4,7404148
029737571,20140514,5,7519969
029707823,20140510,7,7454759
029749336,20140515,6,7524497
029596969,20140426,1,7340296
029727406,20140512,1,7477186
029509927,20140413,1,7242283
029791214,20140514,1,7545566
029554394,20140417,1,7295365
029742584,20140414,1,7495119
029764410,20140517,1,7515666
029735938,20140509,1,7486367
029652660,20140503,7,7887937
029593599,20140425,5,7385550
029532061,20140416,3,7480685
