CIP_PERF1661,pmcng928,551817,030956921,cc:8475345,cc:8915474,8475345,8915474,RIVERDALE BODY SHOP OF SCHERERVILLE,030956921-0001,2970469ILTX472
CIP_PERF1661,pmcng928,551817,030916132,cc:8424178,cc:8857960,8424178,8857960,RIVERDALE BODY SHOP OF SCHERERVILLE,030916132-0003,2970469ILTX472
CIP_PERF1661,pmcng928,551817,030889182,cc:8399037,cc:8830660,8399037,8830660,RIVERDALE BODY SHOP OF SCHERERVILLE,030889182-0002,2970469ILTX472
CIP_PERF1661,pmcng928,551817,030887236,cc:8396305,cc:8827076,8396305,8827076,RIVERDALE BODY SHOP OF SCHERERVILLE,030887236-0001,2970469ILTX472
CIP_PERF1661,pmcng928,551817,030754325,cc:8247703,cc:8662584,8247703,8662584,RIVERDALE BODY SHOP OF SCHERERVILLE,030754325-0001,2970469ILTX472
CIP_PERF1661,pmcng928,551817,030668355,cc:8158927,cc:8565421,8158927,8565421,RIVERDALE BODY SHOP OF SCHERERVILLE,030668355-0001,2970469ILTX472
CIP_PERF1661,pmcng928,551817,030596787,cc:8082869,cc:8478902,8082869,8478902,RIVERDALE BODY SHOP OF SCHERERVILLE,030596787-0003,2970469ILTX472
CIP_PERF1661,pmcng928,551817,030507022,cc:7982767,cc:8368602,7982767,8368602,RIVERDALE BODY SHOP OF SCHERERVILLE,030507022-0004,2970469ILTX472
CIP_PERF1661,pmcng928,551817,030414843,cc:7883537,cc:8260637,7883537,8260637,RIVERDALE BODY SHOP OF SCHERERVILLE,030414843-0001,2970469ILTX472
CIP_PERF1661,pmcng928,551817,030303070,cc:7770017,cc:8135197,7770017,8135197,RIVERDALE BODY SHOP OF SCHERERVILLE,030303070-0001,2970469ILTX472
CIP_PERF1661,pmcng928,551817,030253128,cc:7720679,cc:8080933,7720679,8080933,RIVERDALE BODY SHOP OF SCHERERVILLE,030253128-0002,2970469ILTX472
CIP_PERF1661,pmcng928,551817,030241417,cc:7710613,cc:8070421,7710613,8070421,RIVERDALE BODY SHOP OF SCHERERVILLE,030241417-0001,2970469ILTX472
CIP_PERF1661,pmcng928,551817,030205555,cc:7675397,cc:8030956,7675397,8030956,RIVERDALE BODY SHOP OF SCHERERVILLE,030205555-0001,2970469ILTX472
CIP_PERF1661,pmcng928,551817,030188862,cc:7655975,cc:8009271,7655975,8009271,RIVERDALE BODY SHOP OF SCHERERVILLE,030188862-0004,2970469ILTX472
CIP_PERF1661,pmcng928,551817,030094935,cc:7552296,cc:7895714,7552296,7895714,RIVERDALE BODY SHOP OF SCHERERVILLE,030094935-0001,2970469ILTX472
CIP_PERF1661,pmcng928,551817,029914695,cc:7363162,cc:7687247,7363162,7687247,RIVERDALE BODY SHOP OF SCHERERVILLE,029914695-0001,2970469ILTX472
CIP_PERF1661,pmcng928,551817,029904261,cc:7350852,cc:7673345,7350852,7673345,RIVERDALE BODY SHOP OF SCHERERVILLE,029904261-0001,2970469ILTX472
CIP_PERF1661,pmcng928,551817,029831875,cc:7273299,cc:7586659,7273299,7586659,RIVERDALE BODY SHOP OF SCHERERVILLE,029831875-0001,2970469ILTX472
CIP_PERF1661,pmcng928,551817,029712898,cc:7158208,cc:7459308,7158208,7459308,RIVERDALE BODY SHOP OF SCHERERVILLE,029712898-0001,2970469ILTX472
CIP_PERF1661,pmcng928,551817,029413250,cc:6865649,cc:7136931,6865649,7136931,RIVERDALE BODY SHOP OF SCHERERVILLE,029413250-0001,2970469ILTX472
CIP_PERF1661,pmcng928,551817,029260293,cc:6719374,cc:6973200,6719374,6973200,RIVERDALE BODY SHOP OF SCHERERVILLE,029260293-0001,2970469ILTX472
CIP_PERF1661,pmcng928,551817,029127164,cc:6595699,cc:6836563,6595699,6836563,RIVERDALE BODY SHOP OF SCHERERVILLE,029127164-0001,2970469ILTX472
CIP_PERF1661,pmcng928,551817,029081565,cc:6546300,cc:6782728,6546300,6782728,RIVERDALE BODY SHOP OF SCHERERVILLE,029081565-0002,2970469ILTX472
CIP_PERF1661,pmcng928,551817,029060616,cc:6525094,cc:6758571,6525094,6758571,RIVERDALE BODY SHOP OF SCHERERVILLE,029060616-0001,2970469ILTX472
CIP_PERF1661,pmcng928,551817,028802363,cc:6264373,cc:6468651,6264373,6468651,RIVERDALE BODY SHOP OF SCHERERVILLE,028802363-0001,2970469ILTX472
CIP_PERF1661,pmcng928,551817,028787759,cc:6249330,cc:6452694,6249330,6452694,RIVERDALE BODY SHOP OF SCHERERVILLE,028787759-0001,2970469ILTX472
CIP_PERF1661,pmcng928,551817,027820502,cc:5335958,cc:5438576,5335958,5438576,RIVERDALE BODY SHOP OF SCHERERVILLE,027820502-0001,2970469ILTX472
CIP_PERF1661,pmcng928,551817,027150916,cc:4723877,cc:4762535,4723877,4762535,RIVERDALE BODY SHOP OF SCHERERVILLE,027150916-0003,2970469ILTX472
CIP_PERF1661,pmcng928,551817,026321158,cc:3898433,cc:3896112,3898433,3896112,RIVERDALE BODY SHOP OF SCHEREVILLE,026321158-0002,2970469ILTX472
CIP_PERF1661,pmcng928,551817,024913463,cc:3164783,cc:3077222,3164783,3077222,RIVERDALE BODY SHOP OF SCHERERVILLE,024913463-0002,2970469ILTX472
CIP_PERF1661,pmcng928,551817,024864253,cc:3140026,cc:3050119,3140026,3050119,RIVERDALE BODY SHOP OF SCHERERVILLE,024864253-0002,2970469ILTX472
CIP_PERF1660,pmcng928,573708,030988591,cc:8515167,cc:8959165,8515167,8959165,MIDWAY MOTORS COLLISION,030988591-0001,2970179NHTW369
CIP_PERF1660,pmcng928,573708,030979925,cc:8503165,cc:8947332,8503165,8947332,MIDWAY MOTORS COLLISION,030979925-0001,2970179NHTW369
CIP_PERF1660,pmcng928,573708,030954462,cc:8471417,cc:8911819,8471417,8911819,MIDWAY MOTORS COLLISION,030954462-0001,2970179NHTW369
CIP_PERF1660,pmcng928,573708,030927707,cc:8438852,cc:8875344,8438852,8875344,MIDWAY MOTORS COLLISION,030927707-0001,2970179NHTW369
CIP_PERF1660,pmcng928,573708,030925874,cc:8436180,cc:8871288,8436180,8871288,MIDWAY MOTORS COLLISION,030925874-0001,2970179NHTW369
CIP_PERF1660,pmcng928,573708,030922860,cc:8432620,cc:8867703,8432620,8867703,MIDWAY MOTORS COLLISION,030922860-0001,2970179NHTW369
CIP_PERF1660,pmcng928,573708,030913170,cc:8421955,cc:8856182,8421955,8856182,MIDWAY MOTORS COLLISION,030913170-0001,2970179NHTW369
CIP_PERF1660,pmcng928,573708,030900090,cc:8408430,cc:8840392,8408430,8840392,MIDWAY MOTORS COLLISION,030900090-0001,2970179NHTW369
CIP_PERF1660,pmcng928,573708,030809882,cc:8311689,cc:8732575,8311689,8732575,MIDWAY MOTORS COLLISION,030809882-0001,2970179NHTW369
CIP_PERF1660,pmcng928,573708,030795431,cc:8295292,cc:8715439,8295292,8715439,MIDWAY MOTORS COLLISION,030795431-0001,2970179NHTW369
CIP_PERF1660,pmcng928,573708,030793107,cc:8292809,cc:8713232,8292809,8713232,MIDWAY MOTORS COLLISION,030793107-0001,2970179NHTW369
CIP_PERF1660,pmcng928,573708,030757485,cc:8248156,cc:8664730,8248156,8664730,MIDWAY MOTORS COLLISION,030757485-0001,2970179NHTW369
CIP_PERF1660,pmcng928,573708,030738974,cc:8233183,cc:8646096,8233183,8646096,MIDWAY MOTORS COLLISION,030738974-0001,2970179NHTW369
CIP_PERF1660,pmcng928,573708,030729827,cc:8223441,cc:8635984,8223441,8635984,MIDWAY MOTORS COLLISION,030729827-0001,2970179NHTW369
CIP_PERF1660,pmcng928,573708,030686114,cc:8176377,cc:8584325,8176377,8584325,MIDWAY MOTORS COLLISION,030686114-0001,2970179NHTW369
CIP_PERF1660,pmcng928,573708,030622404,cc:8115789,cc:8516463,8115789,8516463,MIDWAY MOTORS COLLISION,030622404-0001,2970179NHTW369
CIP_PERF1660,pmcng928,573708,030568330,cc:8049284,cc:8443149,8049284,8443149,MIDWAY MOTORS COLLISION,030568330-0003,2970179NHTW369
CIP_PERF1660,pmcng928,573708,030557196,cc:8035376,cc:8426797,8035376,8426797,MIDWAY MOTORS COLLISION,030557196-0003,2970179NHTW369
CIP_PERF1660,pmcng928,573708,030506762,cc:7982030,cc:8369138,7982030,8369138,MIDWAY MOTORS COLLISION,030506762-0001,2970179NHTW369
CIP_PERF1660,pmcng928,573708,030494282,cc:7970772,cc:8355113,7970772,8355113,MIDWAY MOTORS COLLISION,030494282-0001,2970179NHTW369
CIP_PERF1660,pmcng928,573708,030143517,cc:7597176,cc:7944919,7597176,7944919,MIDWAY MOTORS COLLISION,030143517-0002,2970179NHTW369
CIP_PERF1660,pmcng928,573708,029887072,cc:7329488,cc:7648298,7329488,7648298,MIDWAY MOTORS COLLISION,029887072-0001,2970179NHTW369
CIP_PERF1660,pmcng928,573708,029819522,cc:7263621,cc:7575895,7263621,7575895,MIDWAY MOTORS COLLISION,029819522-0002,2970179NHTW369
CIP_PERF1660,pmcng928,573708,029186293,cc:6649466,cc:6896512,6649466,6896512,MIDWAY MOTORS COLLISION,029186293-0001,2970179NHTW369
CIP_PERF1660,pmcng928,573708,027741554,cc:5261174,cc:5355282,5261174,5355282,MIDWAY MOTORS COLLISION,027741554-0001,2970179NHTW369
CIP_PERF1660,pmcng928,573708,027595453,cc:5122704,cc:5202828,5122704,5202828,MIDWAY MOTORS COLLISION,027595453-0003,2970179NHTW369
CIP_PERF1660,pmcng928,573708,026889148,cc:4522721,cc:4541494,4522721,4541494,MIDWAY MOTORS COLLISION,026889148-0001,2970179NHTW369
CIP_PERF1660,pmcng928,573708,026367205,cc:3917406,cc:3917571,3917406,3917571,MIDWAY MOTORS COLLISION,026367205-0001,2970179NHTW369
CIP_PERF1660,pmcng928,573708,025052560,cc:3243403,cc:3164868,3243403,3164868,MIDWAY MOTORS COLLISION,025052560-0001,2970179NHTW369
CIP_PERF1608,pmcng928,66457,030967373,cc:8488260,cc:8930863,8488260,8930863,The Boyd Group,030967373-0003,2970508FLT1978
CIP_PERF1608,pmcng928,66457,030945672,cc:8459327,cc:8897488,8459327,8897488,The Boyd Group,030945672-0001,2970508FLT1978
CIP_PERF1608,pmcng928,66457,030937386,cc:8451435,cc:8889535,8451435,8889535,THE BOYD GROUP INC,030937386-0001,2970508FLT1978
CIP_PERF1608,pmcng928,66457,030861208,cc:8367328,cc:8795567,8367328,8795567,The Boyd Group,030861208-0001,2970508FLT1978
CIP_PERF1608,pmcng928,66457,030810250,cc:8311755,cc:8733648,8311755,8733648,The Boyd Group,030810250-0001,2970508FLT1978
CIP_PERF1608,pmcng928,66457,030765547,cc:8257369,cc:8673067,8257369,8673067,The Boyd Group,030765547-0004,2970508FLT1978
CIP_PERF1608,pmcng928,66457,030712721,cc:8209072,cc:8619857,8209072,8619857,The Boyd Group,030712721-0003,2970508FLT1978
CIP_PERF1608,pmcng928,66457,030712016,cc:8206963,cc:8618666,8206963,8618666,The Boyd Group,030712016-0001,2970508FLT1978
CIP_PERF1608,pmcng928,66457,030524253,cc:8002327,cc:8392030,8002327,8392030,The Boyd Group,030524253-0005,2970508FLT1978
CIP_PERF1608,pmcng928,66457,030468045,cc:7941658,cc:8326014,7941658,8326014,The Boyd Group,030468045-0001,2970508FLT1978
CIP_PERF1608,pmcng928,66457,030371485,cc:7832055,cc:8204126,7832055,8204126,The Boyd Group,030371485-0001,2970508FLT1978
CIP_PERF1608,pmcng928,66457,030217460,cc:7688127,cc:8044893,7688127,8044893,The Boyd Group,030217460-0001,2970508FLT1978
CIP_PERF1608,pmcng928,66457,030178483,cc:7640091,cc:7991305,7640091,7991305,The Boyd Group,030178483-0003,2970508FLT1978
CIP_PERF1608,pmcng928,66457,030043280,cc:7493125,cc:7830538,7493125,7830538,The Boyd Group,030043280-0001,2970508FLT1978
CIP_PERF1608,pmcng928,66457,030032502,cc:7479831,cc:7815415,7479831,7815415,THE BOYD GROUP (U.S.) INC,030032502-0001,2970508FLT1978
CIP_PERF1608,pmcng928,66457,029907279,cc:7353449,cc:7676366,7353449,7676366,The Boyd Group,029907279-0001,2970508FLT1978
CIP_PERF1608,pmcng928,66457,029650748,cc:7100815,cc:7396449,7100815,7396449,THE BOYD GROUP (U.S.) INC,029650748-0001,2970508FLT1978
CIP_PERF1608,pmcng928,66457,029521258,cc:6977410,cc:7259490,6977410,7259490,The Boyd Group,029521258-0003,2970508FLT1978
CIP_PERF1608,pmcng928,66457,029377822,cc:6832480,cc:7099328,6832480,7099328,The Boyd Group,029377822-0001,2970508FLT1978
CIP_PERF1608,pmcng928,66457,029363816,cc:6820018,cc:7085377,6820018,7085377,GERBER COLLISION & GLASS,029363816-0003,2970508FLT1978
CIP_PERF1608,pmcng928,66457,029110469,cc:6579863,cc:6819692,6579863,6819692,The Boyd Group,029110469-0001,2970508FLT1978
CIP_PERF1608,pmcng928,66457,028971288,cc:6436982,cc:6660249,6436982,6660249,The Boyd Group,028971288-0001,2970508FLT1978
CIP_PERF1608,pmcng928,66457,028717637,cc:6185769,cc:6382035,6185769,6382035,GERBER COLLISION & GLASS,028717637-0001,2970508FLT1978
CIP_PERF1608,pmcng928,66457,028467031,cc:5951075,cc:6120963,5951075,6120963,The Boyd Group,028467031-0003,2970508FLT1978
CIP_PERF1608,pmcng928,66457,027366170,cc:4904748,cc:4961906,4904748,4961906,The Boyd Group,027366170-0001,2970508FLT1978
CIP_PERF1608,pmcng928,66457,024694581,cc:3042622,cc:2943048,3042622,2943048,GERBER COLLISION & GLASS,024694581-0003,2970508FLT1978
CIP_PERF1608,pmcng928,66457,023942755,cc:1738824,cc:1641015,1738824,1641015,The Boyd Group,023942755-0003,2970508FLT1978
