025375006,3504919
025399515,3357479
025434369,3373364
025463061,5333938
025486034,3425187
025486661,3407142
025534589,7139353
025536688,3701262
025630871,3510173
026146862,3796717
026173650,3810401
026302307,3880807
026315011,3953529
026320011,3951172
026320879,3981993
026330542,3899718
026330542,3899719
026331192,4360039
026331192,4360040
026346831,8118013
026376181,3920405
026376564,3920889
026376564,4463852
026378350,5965288
026381116,3926713
026381274,3927090
026382282,4347518
026382282,4685793
026382282,4685795
026390685,3930534
026394476,6305524
026395269,3936504
026395949,3937586
026460802,5533843
026460802,6030067
026468449,3977231
026468488,3977488
026468488,3977489
026469619,3979667
026483877,4286518
026486796,4000695
026512183,4334266
026512194,4267943
026547316,8286588
026548913,4280750
026559030,4288948
026572866,4301770
026572866,4306795
026579884,4342396
026582655,4674216
026598094,4324831
026637230,4349370
026646096,4355330
026646986,4356588
026648262,4358929
026650428,4377447
026657961,6203426
026657961,6203445
026657961,7297354
026691007,4497032
026693995,4397361
026703640,4741653
026710763,4411014
026731819,4433393
026746348,4429569
026746624,4430496
026746624,4430499
026751238,4496724
026751238,4496726
026751238,4671610
026755824,4749155
026757245,4525777
026759752,4709357
026761287,4444668
026768668,4450388
026771720,4453678
026776543,4563231
026781863,4524780
026786789,4500313
026786789,5018882
026788070,4465987
026788127,4628745
026799980,4932153
026814198,4483385
026814528,4546635
026814631,4487702
026814659,4714344
026819696,4502653
026819696,4518787
026824611,4492110
026825387,4493491
026828938,4586094
026838457,4513574
026838457,4513575
026838457,4513578
026839322,4507544
026839817,6523688
026839876,4795967
026844997,4510722
026845134,4565176
026846528,4513451
026866279,4715009
026868258,4538298
026868258,4538301
026887092,8374125
026890200,4681105
026896879,4550023
026900471,4553673
026900471,4553674
026905841,4564199
026905841,4564201
026917669,4574478
026919915,4576559
026927267,4581974
026931368,7189520
026947784,5533797
026954383,4734161
026954598,4599822
026959191,4605557
026991690,4634311
026998055,4790634
027010761,4649553
027010761,4861152
027010761,5121599
027020028,4665703
027037470,4669487
027039679,4673369
027042422,4676305
027048585,4681336
027052143,4685463
027059582,4691170
027072947,4702808
027099947,4755725
027099947,5529401
027105999,4723046
027107289,4725327
027107316,4725416
027117150,4733220
027117810,4734217
027127129,4742069
027128194,4744158
027138163,4752345
027138848,8477152
027142632,4916483
027163324,4767273
027178493,4780400
027189849,4849546
027189874,4792198
027189902,4792525
027190673,4793657
027190673,4793658
027198656,5280029
027199351,4799540
027210802,4810598
027213960,4814826
027238719,4828603
027240040,4841362
027240040,4888046
027240040,4888047
027253295,4957753
027255039,4845301
027259694,4850010
027261914,4852008
027265809,5209809
027267480,4927256
027267480,6805875
027276583,4868173
027279027,4888518
027299297,4889165
027306105,4897261
027306105,4897262
027321887,4914928
027324114,4963345
027324114,4963346
027325391,8092920
027325584,4918561
027332393,4926443
027332393,4926444
027332393,5190443
027335385,5013420
027339114,4932217
027339324,5028364
027345125,5114883
027354146,7668298
027358267,4953689
027362518,5892727
027363453,8078077
027381639,5029224
027388487,7844086
027411520,6885187
027414922,5060988
027415482,5039929
027415482,5039931
027415482,5039932
027415482,5054103
027418620,5019481
027419872,5681157
027420338,5029959
027421375,5018279
027423571,5136726
027424244,5021549
027427776,5023812
027427776,5023813
027435933,5265341
027436513,5034411
027437375,5035883
027444010,5041749
027451714,5075519
027451714,5080163
027452205,5773824
027453015,5076629
027453015,5094183
027456794,7128474
027456794,7128475
027457221,5072310
027459385,5468142
027473232,5071385
027473232,5071386
027482642,5662806
027484198,5083496
027492029,5187102
027510556,5109489
027510556,5109490
027511842,5111364
027516696,5117852
027516696,5158651
027520186,5414273
027521252,5245585
027522160,6661979
027524451,5126003
027524451,5126007
027524971,5132345
027528642,5129732
027530288,5132839
027534191,5245932
027539031,5143638
027540931,5333454
027541673,5146454
027541673,5146455
027541673,5146456
027548599,5153284
027549172,5154743
027549397,5183753
027565165,5171571
027569158,5172023
027569311,5172189
027569852,5198358
027571389,5182011
027575459,5179599
027576527,5181282
027578832,5243313
027579541,5995795
027592254,5199058
027594585,5201520
027598461,5208542
027602547,5241645
027606772,5716194
027622936,5263545
027622936,5263548
027622936,5263549
027636524,5243750
027640639,5249547
027647812,5256645
027653254,5357775
027654890,7925927
027657571,5498961
027661223,5301220
027664169,5999608
027668109,5296328
027668109,5296331
027668109,5296333
027671896,5277825
027672831,5279466
027674704,5282377
027675586,5284148
027676828,6015807
027677802,5286527
027677802,5286528
027684478,5305516
027684478,5305927
027690898,5300156
027691882,6046158
027698421,5308197
027702784,5314558
027703690,5583224
027703690,5594139
027708299,5427582
027719490,5330600
027719490,5330599
027720147,8918101
027725590,5337447
027741431,5355047
027741657,5356060
027750338,5366083
027750343,5366214
027750371,5365984
027750371,5376066
027750371,5573369
027752619,8341502
027753415,5370136
027762527,5506309
027762635,5921605
027768062,5384163
027768062,5392977
027777187,5390808
027781290,5564750
027781290,5564754
027786831,5848978
027786874,5402394
027794112,5409857
027794112,5409858
027794112,5660505
027794531,5944352
027806092,5448242
027811152,5433906
027813425,5432265
027813425,5478712
027814891,5469963
027817283,5435089
027818682,8505921
027825958,5475642
027825958,5475643
027834725,5508624
027838182,5457199
027841732,5500488
027842145,6993314
027845373,5994559
027845373,5999785
027845373,5999786
027847027,5467173
027850376,5469891
027853680,5511993
027857414,8477977
027859470,5885697
027859501,5480692
027859501,5480693
027862321,5484061
027874213,5511501
027874245,5492786
027876850,5494020
027877682,5495529
